D,L,P,G,Tin,X,CHF,CHF_LUT,CHF_NN
0.00776,1.04,1461,241,79.48,0.858,979,760.2971248,1006.287
0.00776,1.04,1344,247,76.28,0.838,989,806.0043989,1041.372
0.00776,1.04,1049,256,81.18,0.818,989,771.4172251,1030.473
0.00776,1.04,824,268,91.34,0.796,984,747.2362676,988.7451
0.00776,1.04,1040,273,91.97,0.776,989,950.0348353,995.2247
0.00776,1.04,892,262,92.67,0.826,992,693.1871705,1041.451
0.00776,1.04,3315,325,85.81,0.855,1324,1271.273526,1456.686
0.00776,1.04,3148,325,87.06,0.865,1330,1183.901878,1453.605
0.00776,1.04,2903,325,85.36,0.87,1338,1108.967389,1452.433
0.00776,1.04,2246,332,88.83,0.875,1358,894.6851277,1497.091
0.00776,1.04,1844,345,93.45,0.858,1372,869.0552582,1457.249
0.00776,1.04,1579,360,96.04,0.829,1381,909.0281503,1425.092
0.00776,1.04,1393,365,94.72,0.82,1387,870.9051113,1408.234
0.00776,1.04,1294,386,97.76,0.773,1387,1050.876386,1429.528
0.00776,1.04,1147,391,96.52,0.765,1391,1003.335974,1418.011
0.00776,1.04,1079,403,98.66,0.744,1392,1053.471798,1400.678
0.00776,1.04,1059,406,101.83,0.745,1393,1031.263639,1412.255
0.00993,3.12,3933,274,110.11,0.922,480,643.4773808,481.8186
0.00993,3.12,3589,277,117.3,0.924,479,615.4097274,487.4156
0.00993,3.12,3207,274,116.48,0.944,482,440.5338938,488.6212
0.00993,3.12,2805,279,121.72,0.943,485,426.0592226,496.8417
0.00993,3.12,2481,280,127.45,0.941,480,408.8432565,499.3267
0.00993,3.12,2265,280,134.95,0.967,483,216.4870251,509.2434
0.00993,3.12,1971,282,138.58,0.971,484,176.0834736,515.8295
0.00993,3.12,1677,283,140.87,0.984,488,90.08353059,525.2376
0.00993,3.12,1227,256,84.26,0.998,495,9.818510154,488.5765
0.00993,3.12,862,263,90.21,0.993,498,30.95548595,500.8855
0.00993,3.12,745,276,91.54,0.939,495,261.784335,508.4511
0.00993,3.12,647,282,111.54,0.958,494,175.5724739,524.6298
0.00993,3.12,588,291,90.6,0.887,495,431.8053483,533.256
0.00993,3.12,500,298,84.7,0.866,500,446.2507436,525.1629
0.00993,3.12,471,296,78.35,0.857,498,454.007063,514.7414
0.00993,3.12,451,294,77.18,0.865,499,440.924242,516.5411
0.00993,3.12,3815,442,109.01,0.909,768,827.6998632,736.5911
0.00993,3.12,3413,446,113.57,0.926,778,649.4044495,739.1879
0.00993,3.12,3079,450,119.14,0.924,775,646.5036715,741.4117
0.00993,3.12,2864,461,121.32,0.905,777,767.7174757,750.1493
0.00993,3.12,2599,478,127.32,0.892,786,775.553421,777.4867
0.00993,3.12,2403,488,130.55,0.886,792,744.2518827,793.7827
0.00993,3.12,2059,499,138.6,0.875,785,679.5516552,791.8547
0.00993,3.12,2010,456,106.42,0.883,772,644.0576992,724.5044
0.00993,3.12,1667,473,109.74,0.869,782,609.2687568,732.9295
0.00993,3.12,1412,503,102.99,0.798,784,758.954607,731.7646
0.00993,3.12,1265,520,117.04,0.804,788,655.3303966,756.8289
0.00993,3.12,981,595,116.1,0.696,792,810.3526557,757.2578
0.00993,3.12,824,650,120.24,0.651,801,786.6695022,819.1202
0.00993,3.12,804,672,120.13,0.627,802,802.748228,839.8691
0.00993,3.12,686,699,119.6,0.602,798,765.3434766,842.31
0.00993,3.12,647,711,120.51,0.6,804,731.8654084,856.3033
0.00993,3.12,481,720,95.1,0.548,797,939.7413354,762.1226
0.00993,3.12,3668,521,131.45,0.924,876,668.3912532,832.7089
0.00993,3.12,3158,531,138.81,0.937,889,510.0136348,841.6336
0.00993,3.12,2981,552,143.23,0.916,899,626.3781079,871.7438
0.00993,3.12,2579,575,144.91,0.888,908,655.2061256,897.8927
0.00993,3.12,2295,582,148.77,0.882,904,594.9692837,905.6242
0.00993,3.12,1961,620,145.31,0.817,906,732.0431511,914.6235
0.00993,3.12,2118,600,143.41,0.842,905,700.3292532,908.4922
0.00993,3.12,1746,593,129.6,0.846,921,588.0782915,890.9921
0.00993,3.12,1540,629,130.93,0.789,916,683.71839,891.0512
0.00993,3.12,1442,648,132.82,0.762,910,730.9965055,888.6718
0.00993,3.12,1255,694,134.54,0.713,911,747.370067,900.0308
0.00993,3.12,1098,730,135.33,0.683,915,687.1876156,918.748
0.00993,3.12,1020,778,136.2,0.638,913,669.8415637,946.642
0.00993,3.12,1010,820,136.92,0.599,909,722.3852152,972.2219
0.00993,3.12,941,862,137.29,0.572,912,1007.112089,958.9922
0.00993,3.12,1942,158,109.29,0.934,278,364.3549594,265.0771
0.00993,3.12,1697,159,109.72,0.938,280,326.50848,271.9148
0.00993,3.12,1569,153,111.13,0.992,281,40.92056333,305.7367
0.00993,3.12,1236,163,107.65,0.929,284,339.8048916,273.9187
0.00993,3.12,1147,164,117.13,0.932,281,319.0517472,281.5131
0.00993,3.12,1079,162,114.76,0.942,281,267.7980971,286.583
0.00993,3.12,902,160,117.56,0.969,282,136.2172025,303.4753
0.00993,3.12,824,160,120.47,0.973,281,115.6805931,303.2246
0.00993,3.12,647,165,128.74,0.974,284,105.0816552,302.9182
0.00993,3.12,517,163,120.83,0.988,287,46.28601858,303.9264
0.00993,3.12,471,167,124.34,0.967,286,125.6019061,294.3085
0.00993,3.12,372,164,121.55,0.999,290,3.689805539,308.1074
0.00993,3.12,294,166,114.48,0.989,293,39.59415113,301.514
0.00993,2.08,1040,497,76.25,0.695,1094,1014.75702,1049.737
0.00993,2.08,922,524,79.61,0.656,1089,1053.767457,1038.473
0.00993,2.08,834,562,110.84,0.668,1090,884.2499218,1113.504
0.00993,2.08,726,620,83.07,0.545,1093,1543.07362,1069.731
0.00993,2.08,667,663,84.54,0.511,1102,1683.802175,1079.815
0.00993,2.08,628,685,86.36,0.495,1099,1652.881227,1089.945
0.00993,2.08,598,695,87.47,0.482,1084,1578.829421,1091.732
0.00993,2.08,530,730,87.91,0.457,1080,1402.870747,1110.342
0.00993,2.08,481,729,79.63,0.443,1075,1339.485954,1077.388
0.00993,2.08,510,692,74.98,0.462,1075,1337.179283,1066.814
0.00993,2.08,3687,393,98.67,0.934,1065,579.2443466,1016.554
0.00993,2.08,3217,398,106.97,0.931,1059,583.1985404,1030.391
0.00993,2.08,2873,405,108.27,0.921,1065,631.5756856,1051.82
0.00993,2.08,2550,409,113,0.924,1067,546.181487,1061.528
0.00993,2.08,2520,412,115.14,0.923,1069,547.4684433,1068.503
0.00993,2.08,2099,422,120.14,0.913,1072,522.7143276,1092.583
0.00993,2.08,1863,430,122.89,0.897,1068,559.114822,1115.855
0.00993,2.08,1697,433,122.71,0.893,1070,541.1536204,1117.768
0.00993,2.08,3864,291,132.29,0.922,732,653.4809004,755.7749
0.00993,2.08,3570,295,137.67,0.91,726,743.6927026,774.6876
0.00993,2.08,3374,295,140.38,0.925,731,612.0714095,783.4883
0.00993,2.08,3128,287,146.4,0.969,729,246.5580414,765.1945
0.00993,2.08,2795,290,151.95,0.947,714,400.368915,775.7876
0.00993,2.08,2540,289,155.43,0.974,723,184.5081836,789.0616
0.00993,2.08,2363,294,155.97,0.958,724,286.2975024,797.3261
0.00993,2.08,2059,296,157.44,0.959,726,257.570496,797.6175
0.00993,2.08,1775,296,159.35,0.979,735,122.3027763,809.1052
0.00993,2.08,1893,299,160.61,0.976,739,144.4877073,814.8278
0.00993,2.08,1481,315,160.2,0.944,753,296.7601813,829.895
0.00993,2.08,1657,310,159.77,0.949,747,285.9285644,820.8378
0.00993,2.08,1442,323,159.82,0.912,748,457.2399803,848.5195
0.00993,2.08,1363,295,125.36,0.937,752,326.169637,779.8108
0.00993,2.08,1275,304,124.02,0.908,755,462.4038124,795.5792
0.00993,2.08,1040,321,124.4,0.864,759,554.5774537,827.3257
0.00993,2.08,1196,314,123.8,0.888,764,522.0606778,816.5026
0.00993,2.08,932,337,124.19,0.821,760,625.8978419,860.3445
0.00993,2.08,853,349,125.96,0.8,763,639.4044967,864.7111
0.00993,2.08,765,368,126.02,0.76,765,711.1256493,803.3345
0.00993,2.08,716,382,128.43,0.735,764,740.6774941,811.6725
0.00993,2.08,637,402,127.64,0.732,798,681.6810516,842.8966
0.00993,2.08,549,448,126.69,0.63,772,976.0114227,872.5682
0.00993,2.08,471,504,122.69,0.552,771,1188.647474,948.3985
0.00993,2.08,412,548,118.42,0.505,776,1297.900045,920.118
0.00993,2.08,373,560,112.68,0.482,770,1323.884101,912.934
0.00993,2.08,333,555,98.21,0.471,781,1334.548049,908.9589
0.00993,2.08,304,530,85.75,0.473,776,1343.519865,887.0219
0.00993,2.08,3795,213,124.5,0.901,535,750.9100973,560.8295
0.00993,2.08,3403,216,127.78,0.907,541,688.3045113,573.4913
0.00993,2.08,2981,217,128.46,0.898,538,728.7416629,582.6321
0.00993,2.08,2628,215,132.91,0.921,538,527.077109,580.3602
0.00993,2.08,2432,215,138.04,0.932,537,435.7572753,580.2827
0.00993,2.08,2059,215,140.23,0.946,540,318.946731,582.1851
0.00993,2.08,1706,212,141.52,0.976,544,130.705378,586.5096
0.00993,2.08,1344,211,144.82,0.994,545,29.94594958,592.283
0.00993,2.08,1089,216,147.09,0.978,545,102.8999918,596.6176
0.00993,2.08,1010,215,146.96,0.99,548,45.76571617,599.7073
0.00993,2.08,873,217,144.06,0.984,552,70.38306112,601.8413
0.00993,2.08,785,215,99.23,0.936,569,274.0417593,577.8974
0.00993,2.08,716,219,99.85,0.923,571,323.0657415,579.5436
0.00993,2.08,667,224,99.28,0.9,571,413.7471398,580.2205
0.00993,2.08,588,225,100.34,0.905,573,383.4520533,583.3479
0.00993,2.08,569,225,99.27,0.912,578,353.0328681,586.3289
0.00993,2.08,490,231,97,0.883,577,411.7911102,594.9138
0.00993,2.08,431,239,98.55,0.855,576,439.8760055,599.3384
0.00993,2.08,363,265,99.39,0.776,581,542.2842602,621.1448
0.00993,2.08,333,291,97.97,0.699,580,654.9217712,654.5725
0.00993,2.08,275,307,92.06,0.665,589,783.4276008,666.4363
0.00993,2.08,235,321,86.56,0.626,587,917.1368141,668.408
0.00993,2.08,3668,435,102.85,0.915,1152,760.1633555,1110.914
0.00993,2.08,3393,438,105.85,0.919,1157,707.0789694,1115.659
0.00993,2.08,3030,445,110.58,0.914,1159,726.742009,1134.212
0.00993,2.08,2716,457,114.83,0.898,1163,776.5531439,1172.551
0.00993,2.08,2383,465,117.35,0.89,1166,721.0741173,1194.937
0.00993,2.08,2118,470,123.47,0.886,1158,658.2459851,1208.525
0.00993,2.08,1883,490,126.05,0.855,1163,718.541845,1220.08
0.00993,2.08,1765,504,128.52,0.838,1169,740.8510268,1228.463
0.00993,2.08,1559,545,131.08,0.774,1171,889.9430475,1241.429
0.00993,2.08,1706,533,132.15,0.794,1171,863.3119119,1242.093
0.00993,2.08,1383,562,135.46,0.762,1173,836.2518163,1257.572
0.00993,2.08,1500,540,137.82,0.803,1177,726.1382602,1240.144
0.00993,2.08,1314,588,139.77,0.733,1172,885.554653,1287.253
0.00993,2.08,1226,614,140.68,0.703,1174,908.9221938,1285.239
0.00993,2.08,1187,631,141.74,0.687,1177,922.1567186,1288.559
0.00993,2.08,1157,650,141.48,0.667,1181,942.9402917,1299.656
0.00993,2.08,1108,663,139.96,0.654,1185,920.521857,1304.119
0.00993,2.08,1089,673,140.57,0.643,1183,916.989585,1309.812
0.00993,2.08,1049,679,139.57,0.635,1180,889.3913646,1307.271
0.00993,2.08,1000,688,139.28,0.625,1177,846.7984442,1308.69
0.00993,2.08,971,698,138.21,0.614,1177,839.5150399,1311.274
0.00993,2.08,892,696,135.88,0.617,1181,809.3087504,1304.595
0.00993,2.08,843,704,134.84,0.613,1187,783.8077518,1309.98
0.00993,2.08,755,736,130.87,0.582,1190,945.8606086,1327.512
0.00993,2.08,686,755,126.43,0.559,1187,1110.564021,1313.619
0.00993,2.08,647,808,121.92,0.511,1187,1413.401111,1274.834
0.00993,2.08,608,857,117.77,0.469,1180,1492.28766,1273.029
0.00993,1.04,3697,190,107.64,0.851,947,1033.337632,1100.359
0.00993,1.04,2893,188,120.04,0.896,946,700.7904426,1057.271
0.00993,1.04,3070,192,123.68,0.886,952,781.4210052,1080.251
0.00993,1.04,2726,201,124.96,0.84,952,1009.246889,1103.137
0.00993,1.04,2412,200,129.59,0.859,952,846.9891608,1071.2
0.00993,1.04,2265,203,129.55,0.861,966,813.7225677,1071.575
0.00993,1.04,2079,203,131.15,0.872,971,727.2466446,1056.736
0.00993,1.04,1863,207,134.41,0.865,974,721.6404379,1069.158
0.00993,1.04,1697,204,137.27,0.893,978,569.7243572,1037.007
0.00993,1.04,1589,206,139.07,0.897,986,539.8012951,1038.85
0.00993,1.04,1481,206,141.39,0.906,988,484.1113743,1031.771
0.00993,1.04,1344,204,140.86,0.925,996,373.3453496,994.2385
0.00993,1.04,1245,206,143.28,0.917,991,403.3748947,1003.902
0.00993,1.04,1167,206,143.05,0.92,993,381.1224568,995.9105
0.00993,1.04,1128,259,143.34,0.72,1000,1136.780368,1228.435
0.00993,1.04,3070,202,112.34,0.868,1009,900.2773881,1116.495
0.00993,1.04,2766,208,112.37,0.838,1010,1036.666377,1129.024
0.00993,1.04,1108,218,124.95,0.867,1035,557.2212158,1101.639
0.00993,1.04,1030,220,127.72,0.875,1044,521.5574898,1105.682
0.00993,1.04,941,220,130.49,0.894,1056,462.3225137,1079.978
0.00993,1.04,2462,209,113.56,0.835,1007,993.2728735,1117.467
0.00993,1.04,2118,209,114.74,0.851,1016,842.6044325,1090.516
0.00993,1.04,1824,213,116.81,0.839,1015,831.8827106,1106.799
0.00993,1.04,1667,213,118.96,0.861,1029,698.2179078,1086.544
0.00993,1.04,1471,213,122.05,0.869,1027,625.4769546,1076.81
0.00993,1.04,1285,217,121.09,0.85,1025,646.9203905,1108.351
0.00993,1.04,3413,201,101.72,0.868,1027,921.9719886,1129.213
0.00993,1.04,3020,202,100.17,0.866,1032,908.9147807,1114.83
0.00993,1.04,2628,203,98.17,0.863,1036,864.2839572,1095.644
0.00993,1.04,2236,207,100.47,0.859,1044,821.79453,1084.026
0.00993,1.04,1912,209,101.1,0.857,1047,770.5067727,1082.481
0.00993,1.04,1618,214,101.56,0.841,1051,766.1635922,1104.385
0.00993,1.04,1353,212,100.41,0.865,1062,613.8986436,1075.077
0.00993,1.04,1285,216,103.12,0.856,1066,628.1007594,1095.693
0.00993,1.04,1147,218,104.35,0.858,1072,590.0931581,1110.167
0.00996,0.96,2010,252,54.21,0.865,1510,773.5613565,1390.059
0.00996,0.96,814,318,48.32,0.657,1535,1145.319363,1447.687
0.00996,0.96,912,183,40.41,0.815,1057,612.5304875,1082.921
0.00996,0.96,2981,179,35.57,0.88,1130,794.3410955,1144.795
0.00996,0.96,2491,181,36.23,0.901,1157,617.5633572,1124.308
0.00996,0.96,2393,182,36.05,0.884,1148,697.08904,1122.362
0.00996,0.96,2275,183,36.01,0.877,1150,718.142308,1117.646
0.00996,0.96,2138,177,39.2,0.87,1098,730.6625509,1090.005
0.00996,0.96,2050,175,37.34,0.883,1097,653.49778,1075.543
0.00996,0.96,1942,175,37.72,0.875,1089,675.5781554,1069.291
0.00996,0.96,1853,177,38.53,0.86,1083,727.4816953,1078.873
0.00996,0.96,1481,175,39.76,0.856,1060,659.1492986,1053.294
0.00996,0.96,1353,173,38.83,0.857,1048,626.0359518,1040.399
0.00996,0.96,1255,174,39.94,0.859,1055,598.4888348,1036.324
0.00996,0.96,1187,173,39.9,0.865,1055,567.1982174,1025.631
0.00996,0.96,1079,174,39.7,0.863,1055,550.0953622,1026.783
0.00996,0.96,1010,183,41.44,0.851,1090,564.3220508,1060.869
0.00996,0.96,1000,183,42.66,0.842,1082,581.7201227,1063.566
0.00996,0.96,961,181,40.37,0.84,1069,574.9690946,1059.814
0.00996,0.96,912,181,40.65,0.819,1051,603.7417731,1071.994
0.00996,0.96,912,183,40.41,0.815,1057,612.5304875,1082.921
0.00996,0.96,873,183,38.23,0.817,1063,595.9606536,1079.803
0.00996,0.96,804,203,43.24,0.749,1090,762.4337347,1062.272
0.00996,0.96,628,194,24.22,0.76,1082,629.5900911,1016.954
0.00996,0.96,628,201,40.97,0.757,1083,638.5469507,1040.231
0.00996,0.96,520,203,40.12,0.739,1071,607.6020279,1016.887
0.00996,0.96,2893,259,34.68,0.774,1511,1582.84417,1498.96
0.00996,0.96,2766,265,38.65,0.779,1539,1512.111223,1531.097
0.00996,0.96,2569,269,40.45,0.785,1558,1406.599843,1554.035
0.00996,0.96,2422,270,40.1,0.777,1555,1431.176053,1566.415
0.00996,0.96,2285,277,41.05,0.754,1555,1596.805436,1630.531
0.00996,0.96,2118,278,41.79,0.758,1562,1511.005272,1631.66
0.00996,0.96,1981,278,42.4,0.755,1552,1488.612843,1634.38
0.00996,0.96,1746,279,43.73,0.751,1542,1381.775523,1625.505
0.00996,0.96,1687,281,44.08,0.747,1543,1377.80248,1620.065
0.00996,0.96,1579,282,45.91,0.741,1535,1352.549492,1600.893
0.00996,0.96,1383,290,46.62,0.715,1528,1391.167601,1546.568
0.00996,0.96,1216,292,46.56,0.72,1536,1236.579371,1533.548
0.00996,0.96,1049,302,48.21,0.685,1524,1266.346353,1489.34
0.00996,0.96,1000,299,48.64,0.701,1527,1161.517178,1512.536
0.00996,0.96,932,308,48.56,0.678,1532,1178.296591,1448.81
0.00996,0.96,814,318,49.28,0.657,1532,1145.319363,1447.871
0.00996,0.96,677,325,49.1,0.643,1532,1077.374849,1432.175
0.00996,0.96,598,341,48.8,0.607,1532,1159.399721,1425.349
0.00996,0.96,549,351,53.03,0.599,1537,1149.409451,1446.001
0.00996,0.96,510,351,53.48,0.596,1523,1124.228475,1434.368
0.00996,0.96,471,363,53.03,0.574,1528,1152.760294,1450.166
0.00996,0.96,2903,673,63.39,0.6,3164,2820.52727,3047.701
0.00996,0.96,2716,684,79.18,0.628,3180,2388.567989,3016.867
0.00996,0.96,2511,678,80.72,0.597,3025,2533.967913,3032.75
0.00996,0.96,2275,683,82.89,0.594,3002,2369.224419,3001.813
0.00996,0.96,2108,696,83.6,0.584,3005,2316.319522,3002.476
0.00996,0.96,1853,715,83.47,0.564,2994,2322.49718,2994.226
0.00996,0.96,1638,717,83.88,0.561,2962,2172.975409,2957.63
0.00996,0.96,1500,722,83.67,0.563,2974,2003.072211,2948.544
0.00996,0.96,1549,776,74.57,0.527,3137,2523.977189,3128.717
0.00996,0.96,1402,833,80.52,0.493,3144,2631.851377,3129.535
0.00996,0.96,1255,908,92.72,0.467,3157,2478.098654,3200.438
0.00996,0.96,1040,976,95.06,0.438,3164,2540.12903,3135.873
0.00996,0.96,912,1012,97.93,0.427,3149,2322.46255,3125.89
0.00996,0.96,1030,1036,92.48,0.424,3307,2523.277173,3211.529
0.00996,0.96,883,1059,97.69,0.402,3147,2349.999631,3139.861
0.00996,0.96,824,1060,98.7,0.408,3147,2158.536288,3134.782
0.00996,0.96,3020,398,62.49,0.74,2138,1995.813964,2232.736
0.00996,0.96,2775,381,58.25,0.768,2111,1649.807261,2153.929
0.00996,0.96,2609,389,58.37,0.735,2086,1867.197793,2140.498
0.00996,0.96,2491,385,57.55,0.726,2051,1895.270912,2105.813
0.00996,0.96,2010,400,57.8,0.698,2059,1890.482135,2083.56
0.00996,0.96,1952,397,57.39,0.696,2036,1870.074463,2053.921
0.00996,0.96,1471,404,55.7,0.661,1986,1703.767555,1938.492
0.00996,0.96,1461,403,55.11,0.662,1986,1687.331454,1932.292
0.00996,0.96,1275,407,56.74,0.655,1966,1534.401665,1930.682
0.00996,0.96,1177,418,56.96,0.626,1951,1574.874785,1944.667
0.00996,0.96,1059,422,58.93,0.629,1955,1410.112713,1938.108
0.00996,0.96,883,443,60.26,0.6,1958,1357.083897,1980.448
0.00996,0.96,736,470,59.54,0.555,1948,1629.773257,1967.746
0.00996,0.96,618,493,60.65,0.529,1948,1574.824404,1917.767
0.00996,0.96,569,499,62.1,0.521,1928,1486.833477,1875.989
0.00996,0.96,481,522,63.88,0.502,1931,1327.345238,1854.742
0.00996,0.96,441,557,64.64,0.472,1951,1335.724317,1860.01
0.00996,0.96,373,584,67.03,0.449,1931,1347.728698,1919.12
0.00996,0.96,2873,354,57.97,0.734,1908,1997.870868,2070.073
0.00996,0.96,2785,359,58.94,0.736,1931,1943.874781,2072.999
0.00996,0.96,2422,364,59.5,0.724,1928,1898.290545,2028.905
0.00996,0.96,2324,380,57.11,0.692,1958,2113.043147,2051.255
0.00996,0.96,451,511,63.57,0.496,1868,1343.591859,1798.671
0.00996,0.96,1471,393,57.61,0.675,1948,1617.273451,1908.249
0.00996,0.96,1275,404,59.85,0.65,1931,1565.253864,1922.521
0.00996,0.96,1000,426,60.36,0.602,1901,1447.310497,1949.131
0.00996,0.96,912,419,59.07,0.616,1895,1326.406811,1916.04
0.00996,0.96,726,452,59.68,0.563,1890,1536.672256,1870.453
0.00996,0.96,549,482,58.29,0.525,1890,1406.623021,1837.797
0.00996,0.96,382,537,66.23,0.478,1868,1337.831867,1805.052
0.00996,0.96,275,580,67.75,0.447,1860,1321.749695,1889.671
0.00996,0.96,2824,1430,118.34,0.346,4155,3929.914262,4068.995
0.00996,0.96,2922,1371,115.45,0.359,4131,3841.548852,4044.435
0.00996,0.96,2726,1394,114.34,0.35,4114,3940.642135,4052.153
0.00996,0.96,2805,1678,120.54,0.277,4284,4057.418952,4196.872
0.00996,0.96,2618,1742,122.1,0.264,4253,4044.774078,4297.325
0.00996,0.96,2432,1864,126.06,0.256,4335,3950.167339,4365.188
0.00996,0.96,2363,1949,130.53,0.242,4277,3953.598625,4456.412
0.00996,0.96,2256,1974,130.98,0.242,4277,3922.873376,4478.023
0.00996,0.96,2883,1579,121.72,0.302,4216,4052.922502,4157.692
0.00996,0.96,2442,1712,122.06,0.275,4216,3986.040203,4241.112
0.00996,0.96,3119,1271,118.05,0.393,4029,3617.261252,3989.285
0.00996,0.96,2971,1283,114.81,0.382,4019,3716.897063,3999.362
0.00996,0.96,2569,1335,118.39,0.373,3996,3668.069324,4002.608
0.00996,0.96,2520,1355,120.57,0.366,3963,3742.184783,4014.306
0.00996,0.96,2373,1367,123.01,0.371,3963,3626.623982,4003.353
0.00996,0.96,2295,1406,123.47,0.359,3963,3797.779527,4024.241
0.00996,0.96,2275,1444,125.1,0.346,3953,3962.575069,4046.999
0.00996,0.96,2099,1464,126.27,0.347,3943,3958.792118,4042.172
0.00996,0.96,2079,1470,129.51,0.352,3943,3899.185776,4035.621
0.00996,0.96,2040,1511,129.18,0.338,3943,3937.656465,4059.033
0.00996,0.96,2010,1522,128.38,0.334,3943,3926.809128,4065.105
0.00996,0.96,1942,1541,128.17,0.33,3943,3842.705615,4070.646
0.00996,0.96,1775,1538,129.05,0.343,3963,3611.401234,4043.255
0.00996,0.96,1677,1573,129.15,0.336,3963,3476.295712,4052.42
0.00996,0.96,1520,1677,129.33,0.313,3963,3372.751938,4093.254
0.00996,0.96,3070,1289,128.15,0.406,4013,3484.175581,3971.525
0.00996,0.96,3089,1264,122.64,0.4,3979,3577.997512,3976.799
0.00996,0.96,2785,1294,121.29,0.389,3966,3577.016325,3985.077
0.00996,0.96,2540,1325,120.56,0.377,3949,3617.462526,3994.99
0.00996,0.96,2471,1344,120.14,0.368,3943,3718.022189,4006.392
0.00996,0.96,1952,1419,123.74,0.366,3953,3557.124894,4002.077
0.00996,0.96,1765,1457,124.99,0.355,3904,3562.91297,4007.987
0.00996,0.96,1667,1480,125.79,0.353,3904,3474.585242,4008.261
0.00996,0.96,1863,1469,128.3,0.359,3943,3566.350239,4014.254
0.00996,0.96,2314,1357,122.29,0.375,3953,3557.893185,3994.229
0.00996,0.96,3070,905,111.86,0.543,3553,2916.80095,3590.596
0.00996,0.96,2785,916,108.75,0.531,3546,2869.987235,3608.739
0.00996,0.96,2658,932,108.34,0.516,3536,2917.82229,3637.098
0.00996,0.96,2452,957,108.59,0.502,3536,2890.955252,3678.069
0.00996,0.96,2324,991,108.11,0.475,3523,2942.705029,3670.053
0.00996,0.96,2226,1017,109.47,0.455,3483,2997.463929,3647.595
0.00996,0.96,1991,1021,110.87,0.469,3510,2709.280507,3643.593
0.00996,0.96,1785,1095,112.13,0.435,3526,2816.468454,3618.094
0.00996,0.96,1599,1123,112.8,0.423,3497,2771.916519,3589.954
0.00996,0.96,1471,1170,113.08,0.403,3493,2795.02123,3597.692
0.00996,0.96,1344,1195,113.59,0.402,3513,2614.510911,3597.763
0.00996,0.96,1265,1226,113.73,0.392,3513,2612.126226,3608.396
0.00996,0.96,1108,1284,111.74,0.368,3493,2762.468039,3615.786
0.00996,0.96,1010,1308,113.16,0.364,3463,2692.649016,3611.31
0.00996,0.96,2942,883,110.42,0.549,3493,2861.18517,3540.062
0.00996,0.96,2766,905,110,0.53,3487,2889.846001,3585.024
0.00996,0.96,2452,960,106.22,0.482,3480,3041.393126,3656.305
0.00996,0.96,2363,936,107.64,0.507,3480,2830.867132,3624.774
0.00996,0.96,2246,964,108.07,0.489,3480,2853.394245,3640.576
0.00996,0.96,2001,1021,108.31,0.458,3487,2831.973176,3620.944
0.00996,0.96,1746,1124,110.26,0.409,3490,3093.48439,3613.581
0.00996,0.96,1638,1109,111.67,0.422,3473,2852.360343,3577.942
0.00996,0.96,1432,1153,110.09,0.401,3457,2823.577359,3555.492
